geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000100324.9	TAB1	9.54	5.61	6.85	12.62	6.1	10.41	12.29	12.37	13.81	10.88	11.04	11.23	15.76	10.27	13.16	12.41	12.34	7.93	12.51	7.26	8.3	20.11	15.18	7.05	5.61	11.59	10.06	19.87	8.75	9.81	11.94	6.21	12.79	12.92	11.2	9.33	15.47	15.38	17.97	15.71	13.59	12.32	11.35	12.96	10.64
ENSG00000100346.13	CACNA1I	0.15	0.01	0	0.01	0.02	0.02	0.01	0.02	0.02	0	0.02	0	0	0.04	0.02	1	0	0	0.03	0.08	0	0.01	0.03	0	0.02	0.1	0.01	0.03	0.17	0.03	0.01	0	0.01	0.01	0.07	0.02	0.01	0	0	0.01	1.33	0.01	0	0.07	0
ENSG00000100348.5	TXN2	94.77	41.22	69.41	121.58	55.27	63.74	97.98	83.76	89.26	102.44	52.48	51.76	63.8	62.51	108.7	107.6	93.31	57.48	113.62	83.92	78.38	118.92	74.79	40.18	39.35	46.04	81.47	73.78	34.35	62.73	57.87	37.73	99.72	92.1	76.54	80	120.35	115.74	59.78	102.34	92.04	66.15	129.27	105.22	63
ENSG00000100351.12	GRAP2	0.09	0.07	0	0.07	0.01	0.2	0	0.06	0.02	0	0.08	0.17	0	0.01	0.01	89.57	0	0.05	2.54	0	0.14	0.52	0.5	0.05	0.02	0.02	0	0.07	0.03	0	0.03	0.08	0.05	0.02	0.29	0.21	1.66	0.95	0	0.38	0.03	0.28	1.38	1.37	0.19
ENSG00000100368.9	CSF2RB	0	0.01	0.02	0.01	0.01	0.02	0.01	0	0	8.71	0.05	0	0.14	0.04	0.01	0.15	0.01	0.01	0.03	0.02	0.03	0.01	0.55	0.04	0.02	0.05	0.03	0.03	0.07	0.03	0.06	0.01	39.09	0.01	0.08	0.01	0.02	0.22	0	0.01	0.1	0	0	0.04	0.08
ENSG00000100385.9	IL2RB	0.03	0.04	0.19	0.02	0.05	0.02	0	0.01	0.01	0	7.14	0.9	0.06	0.01	0.02	1	0	0.09	0.28	2.86	0.03	0.01	0.27	0.07	0.1	0.09	0.01	0.03	0	0.03	0.59	0.03	0.18	0.04	0.16	0.14	0.05	0.1	0.05	0.01	0.01	0.09	0.1	0.21	0.03
ENSG00000100387.8	RBX1	58.57	50.57	62.72	79.24	59.92	62.67	71.34	59.71	81.69	83.62	81.05	47.09	100.66	45.11	59.61	59.51	70.9	43.59	72.58	45.74	71.06	157.36	85.08	64.9	50.48	67.72	46.64	55.19	36.67	53.55	95.03	49.37	70.36	80.95	79.57	61.9	118.69	68.94	86.01	82.86	55.93	50.67	73.39	86.96	59.35
ENSG00000100393.9	EP300	9.12	6.82	10.81	15.96	2.36	8.59	13.48	16.28	8.34	4.77	10.79	8.9	21.17	11.2	25.39	9.41	11.92	8.82	19.04	9.57	12.66	14.78	26.73	8.79	15.44	16.55	5.92	24.55	13.9	7.4	12.7	4.27	12.58	12.12	12.45	12.54	25.32	17.58	28.98	17.48	12.44	12.7	12.49	12.08	10.69
ENSG00000100485.7	SOS2	3.81	9.93	7.04	10.84	2.71	18.87	11.74	4.44	3.73	3.14	8.89	6.04	8.89	3.26	5.78	9.93	7.4	7.02	11.89	7.81	12.04	9.93	9.47	6.54	7.32	7.91	3.8	12.54	12.57	8.14	5.77	5.83	4.45	4.56	4.98	7.64	5.8	7.26	13.38	6.84	11.92	8.64	6.32	6.14	6.81
ENSG00000100504.12	PYGL	63.85	87.61	88.15	44.71	61.5	332.32	103.83	127.53	4.73	46.15	82.52	67.7	95.42	36.9	220.58	45.2	66.28	14.26	156.23	21.83	62.69	52.54	3.65	79.04	159.75	89.03	112.95	168.51	11.74	136.93	201.8	128.68	0.88	67.55	34.29	61.94	139.92	92.44	186	94.32	19.8	64.31	196.84	137.23	62.61
ENSG00000100554.7	ATP6V1D	33.03	77.08	80.56	105.41	66.46	165.5	114.63	56.39	69.76	7.68	118.97	65.35	57.35	42.5	60.93	64.04	63.85	80.94	123.39	87.47	126.54	128.37	69.34	129.71	92.95	92.47	62.69	56.85	100.11	83.26	136.77	94.09	23.76	89.58	70.46	86.13	79.07	105.35	76.47	48.18	125.49	86.71	199.15	93.22	91.59
ENSG00000100592.11	DAAM1	1.73	8.19	5.89	10.52	1.78	8.67	26.74	8.3	7.79	2.05	12.79	19.42	15.65	7.17	13.3	4.87	15.01	2.98	33.18	37.59	22.33	13.23	29.91	14	8.03	27.07	0.97	6.24	25.18	14.87	7.44	8.22	2.24	4.12	7.24	6.5	21.77	22.75	12.97	11.11	45.49	4.96	13.75	18.55	6
ENSG00000100603.9	SNW1	39.62	93.15	52.35	69.45	45.86	125.39	68.54	105.45	105.54	21.54	73.76	28.86	49.98	36.01	79.61	71.46	52.47	71.02	52.3	70.44	87.51	69.64	51.68	42.07	90.37	81.71	73.18	60.96	79.06	45.12	71.26	56.26	37.81	41.44	50.6	64.95	37.59	50.44	77.21	68.46	82.48	37.64	59.59	91.99	61.9
ENSG00000100614.13	PPM1A	16.33	31.37	28.44	20.49	21.76	33.3	23.25	26.12	32.34	12.67	23.72	16.42	19.83	13.13	22.98	11.78	15.31	17.89	61.5	39.1	44.31	15.28	25.76	21.96	30.61	35.91	15.28	19.87	45.54	21.03	30.93	28.59	12.13	16.49	14.25	17.74	30.03	19.22	48.43	18.81	36.71	15.65	21.95	31.8	25.27
ENSG00000100644.12	HIF1A	113.44	156.86	203.59	87.62	145.9	158.78	186.3	108.69	74.45	4.73	200.46	117.63	272.34	25.94	166.86	14.17	40.53	43.4	141.45	68.84	145.66	38.36	77.28	118.42	71.5	212.79	43.67	64.57	108.36	137.56	83.9	100.49	14.63	107.34	79.11	116.98	190.45	51.53	451.66	38.55	38.24	254.99	72.18	145.58	195.33
ENSG00000100678.14	SLC8A3	0	0	0	0	0	0.13	0.17	0	0	0	0.01	0	0.01	0	0	0.02	0.14	0	0	0.04	0.01	0.02	0	0	0.03	0.03	0	0.01	0.01	0.09	0	0.01	0	0.02	0	0.01	0.02	0.01	0	0	0	0	0	0.01	0.01
ENSG00000100721.6	TCL1A	0	0.02	0.06	0.51	0	0.12	0	0.03	0	0.06	0	0.07	0.14	0	0.12	0.11	0.07	0.09	0.12	0.05	0.07	0.08	0.39	0	0	0.54	0	0	0.07	0	0.04	0.03	0	0.12	0.02	0.05	0.55	0.05	0	0	0.05	0	0	4.95	0.44
ENSG00000100726.10	TELO2	23.88	13.25	50.86	34.84	16.9	22.49	14.96	37.42	38.57	116.77	25.26	15.42	14.04	43.91	39.18	29.8	26.97	32.45	16.46	49.28	28.53	27.79	27.87	33.68	24.98	28.85	34.02	37.93	28.88	18.34	43.11	17.71	31.87	29.61	46.08	23.47	26.01	21.38	40.16	32.28	64.44	20.08	56.4	38.77	43.8
ENSG00000100739.6	BDKRB1	0.48	0.55	0.18	61.5	0.08	0.28	1.92	0.04	0.74	0.01	8.74	2.36	5.28	0.02	0.25	0.26	0.01	13.55	0.06	0.47	0.31	2	0.17	119.76	0.01	0	0	0	0.05	0.08	0.49	0.1	0	2.9	16.07	1.84	0.03	0.15	0.02	0.01	0.11	0	0	0.03	0.35
ENSG00000100784.5	RPS6KA5	1.38	1.24	4.86	1.67	0.75	4.93	0.16	6.33	4.24	1.23	4.28	1.23	1.38	2.67	0.95	3.78	3.38	2.41	19.38	5.27	2.69	8.09	3.11	0.35	1.51	1.07	1.76	3.72	1.74	1.28	1.75	2.51	2.14	1.65	3.46	1.19	22.05	3.98	1.95	4.49	5.37	2.69	21.7	3.05	3.02
ENSG00000100888.8	CHD8	18.96	22.33	31.96	35.72	15.9	50.19	27.82	32.82	74.46	30.86	34.49	33.49	28.57	27.11	47.52	21.25	26.04	32.41	40.67	50.37	34.94	17.73	30.89	42.45	47.26	49.28	32.98	56.74	29.74	21.07	56.58	30.22	22.84	26.42	24.16	38.28	24	28.36	47.4	36.67	30.35	25.47	34.53	48.67	24.8
ENSG00000100889.7	PCK2	12.76	14.54	14.94	10.32	10.79	13.96	9.35	7.77	45.21	2.82	18.4	41.57	60.62	25.53	9.87	114.98	104.1	18.08	18.51	159	13.03	39.79	46.11	8.67	19.83	8.11	13.89	10.87	37.07	21.75	46.43	7.37	9.98	18.82	5.98	23.18	7.55	17.89	11.66	20.98	36.79	25.63	20.03	8.39	14.97
ENSG00000100906.6	NFKBIA	26.56	54.14	40.65	74.21	79.87	140.12	61.52	17.44	39	26.26	58.3	77.39	43.64	18.76	29.61	19.08	21.41	58.7	54.56	39.21	44.54	13.11	41.26	64.57	179.01	72.27	29.19	27.41	147.24	41.75	29.24	37.57	17.99	24.75	42.71	27.55	9.17	18.12	66.48	25.61	39.53	28.59	16.09	20.66	52.11
ENSG00000100968.9	NFATC4	0.07	0.08	0.04	36.48	4.56	3.94	0.94	1.3	1.45	0.11	4.48	0.49	48.42	1.7	1.23	3.43	1.08	7.19	13.1	0.86	0.13	0	2.62	0.08	4.99	2.55	3.4	0.38	32.86	0.34	12.35	5.8	2.05	9.82	0.12	29.32	0.21	0.05	0.21	0.56	20.26	0.03	0.08	0.15	5.86
ENSG00000100985.7	MMP9	0.16	0.26	0.13	0.09	0.16	0.11	0.1	0.08	0	0.06	0.01	0.38	0.01	0	0.01	0.1	0.01	6.41	0.06	0.46	0.02	0.06	0.06	0.6	1.82	1.63	0.01	0.02	0.45	0.08	0.34	0.31	0.04	0.08	0.67	0.99	0.06	0.02	0.08	0.01	0.21	0.01	0.12	0	0.12
ENSG00000100994.7	PYGB	71.59	82.36	80.01	79.44	58.47	35.08	109.06	47.44	33.33	11.05	68.53	62.85	91.62	266.79	118.23	18.11	308.59	24.66	369.22	60.36	120.51	196.54	55.41	35.13	31.4	139.15	154.76	44.03	47.09	31.41	44.32	59.12	28.59	113.47	60.3	37.01	401.94	354.76	143.98	46.01	25.82	135.62	317.53	172.6	98.4
ENSG00000101017.9	CD40	18.75	5.77	24.62	5.41	35.16	14.22	8.27	14.09	0.01	0.03	12.85	16.53	0.06	0.05	1.91	3.09	0.01	0.01	0.22	0.03	28.07	16.18	0.17	0.19	23.84	0.05	4.08	0.04	10.05	23.82	13.69	4.58	2.2	7.13	0.3	10.06	9.84	0.08	11.62	0.11	2.81	0.03	1.59	0.16	45.22
ENSG00000101049.10	SGK2	20.43	5.23	8.8	0.24	7.14	0.77	0.11	0.58	0.43	0.21	0.05	0.28	0.27	21.17	10.56	0.35	9.09	0.04	0.22	0.09	0.38	0.04	0.58	0.4	0.49	0.02	0.07	2.42	0.61	1.9	0.07	0.27	0.1	0.05	0.02	0.22	0.26	0.1	14.66	6.87	0.16	0.36	0.38	0.17	5.42
ENSG00000101076.12	HNF4A	11.43	16.23	0.02	0.03	0.01	0.45	0.09	2.75	7.7	0.02	0.02	0.01	0.07	34.09	0.64	0.9	29.14	0.06	0.01	0.02	0.05	0.04	0.07	0.01	0.1	0.04	0	0.08	0.05	0.06	0.01	0.03	0.01	0.26	0.04	0.04	0.05	0.01	0.71	39.65	0	0.01	0	0.03	0.03
ENSG00000101096.15	NFATC2	0.47	0.8	2.18	0.73	0.06	1.61	0.21	1.6	0.07	6.51	1.02	0.17	0.54	0.55	0.65	5.46	0.02	8.06	46.49	2.46	3.85	15.69	2.47	0.35	0.61	0.29	0.45	0.62	1.65	0.16	0.54	1.21	1.07	1.07	0.7	0.19	13.63	11.66	0.12	0.31	0.86	0.26	1.02	14.49	1.33
ENSG00000101109.7	STK4	7.73	11.41	12.39	28.9	6.72	13.64	11.99	24.81	17.73	13.3	11.19	10.67	9.16	19.95	13.97	19.45	18.45	21.5	15.57	11.18	21.1	33.4	13.32	28.17	41.78	19.23	15.86	16.95	20.79	8.63	17.97	6.65	22.63	18.6	14.63	17.92	12.15	19.27	16.18	24.93	13.94	11.88	20.45	13.84	18.75
ENSG00000101144.8	BMP7	0.03	0.06	0.11	6.1	0.01	1.86	0.49	3.75	0.2	0.12	0.15	0.31	0.09	0.06	46.21	0.14	16.59	0.42	0.13	23.84	0.16	0.06	7.66	0.01	14.59	27.44	0.15	11.09	199.69	107.84	0.02	0.11	38.84	0.66	10.97	0.2	19.28	2.22	0.19	33.24	0.1	0.02	2.57	41.62	0.03
ENSG00000101188.4	NTSR1	0.02	0.01	0.01	0.52	0.01	0.41	0.03	79.99	0.1	1.59	0.08	0.1	0	21.86	0.05	0.51	0.65	0.65	0.32	0.23	0.12	0.1	0.01	0.02	20.78	3.74	3.75	0.04	0.15	0.05	0.01	8.12	9.2	0.01	0.11	0.01	0.05	0.08	0.15	8.61	0.27	0.02	0.04	0.09	0
ENSG00000101200.5	AVP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101224.13	CDC25B	38.81	66.99	29.7	276.75	22.19	42.4	69.03	78.82	74.38	10.99	123.38	46.87	70.13	53.49	52.75	20.9	58.59	46.52	77.52	100.47	71.37	68.28	74.81	23.3	37.43	36.22	73.23	32.25	71.32	33.49	67.21	38.65	64.36	155.9	103.34	56.55	70.54	103.09	207.94	127.34	33.37	48.76	95.49	63.36	28.81
ENSG00000101266.12	CSNK2A1	30.59	90.85	79.83	77.04	29	79.08	79.93	127.74	79.92	21.85	125.83	32.06	85.99	67.17	85.94	56.18	52.59	85.52	65.34	44.07	56.9	80.62	72.8	35.82	58.75	30.08	23.15	71.81	56.63	36.93	74.6	45.32	45.37	74.99	57.25	41.26	77.69	65.05	68.73	90.15	50.62	49.26	66.47	77.13	109.64
ENSG00000101280.6	ANGPT4	0	0	0	0	0.01	0.03	0.07	0	0	0	0.12	0	0.02	0.05	0.03	0	0.01	0.22	0.06	0.28	0.02	0.08	0.13	0	0.02	0.02	0.02	0.01	0.04	0.01	0.06	0	0	0.01	0	0.41	0.01	0.02	0.02	0	0.02	0	0	0.07	0
ENSG00000101306.6	MYLK2	0.24	0.28	0.26	0.92	0.06	0.09	0.51	0.91	0.51	0.37	0.96	0.12	0.34	0.11	0.09	0.11	0.33	0.22	0.19	0.23	0.64	0.42	0.95	1.54	0.82	0.27	0.1	0.23	0.71	0.36	0.69	0.33	7.09	0.43	0.88	0.75	0.21	0.21	0.52	0.83	0.17	0.28	0.41	0.46	0.29
ENSG00000101333.12	PLCB4	12.95	21.08	157.54	7.56	42.79	10.61	7.87	2.25	8.63	0.07	3.43	5.04	21.93	1.49	17.72	1.01	15.45	1.95	20.3	1.83	0.03	7.49	3.54	11.73	15.02	6.09	7.03	4.26	22.27	6.91	75.03	12.32	5.95	6.12	4.88	6.68	21.62	10.3	34.71	0.91	13.65	0.34	10.31	8.22	121.2
ENSG00000101335.5	MYL9	168.66	24.89	80.74	196.85	130.42	308.44	527.52	49.48	1.44	0.93	189.59	128.28	1879.7	1.01	100.15	5.15	1.05	0.09	114.76	0.09	121.21	209.99	11.67	74.56	134.04	0.16	1.98	6.68	52.76	676.78	306.27	25.25	0.26	0.41	0.09	340.28	23.02	0.03	31.62	15.37	99.7	0.07	10.43	0.53	75.15
ENSG00000101336.8	HCK	0.11	0.04	0.12	0.07	0.29	0.14	0.02	0.06	0.01	14.67	0.35	0	0.4	0.02	0.02	0.36	0.04	0.03	0.01	0.17	0.01	0.03	0.06	0	0.44	0.03	0.01	0.17	3.93	0.75	0.11	0.01	0.11	0.5	0.05	0.03	0	0	0.05	0.02	0.04	0.01	0	0.37	0.03
ENSG00000101384.7	JAG1	17.92	61.31	4.83	2.91	2.23	1.47	46.86	15.67	11.42	8.16	18.55	5.22	232.48	4.29	121.08	0.1	9.08	6.3	15.91	4.55	45.29	2.27	14.09	0.81	9.88	31.21	2.09	40.87	56.12	42.69	0.84	30.36	5.42	8.62	6.66	4.17	5.98	25.34	39.03	10.36	0.2	21.38	9.16	12.81	4.64
ENSG00000101405.3	OXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
ENSG00000101407.8	TTI1	10.32	16.81	13.44	22.82	6.12	14.31	14.74	26.58	21.82	7.86	13.29	15.63	10.93	21.02	20.42	22.85	11.78	16.74	19.68	14.67	19.88	14.91	10.93	7.6	29.43	50.33	17.65	14.27	29.55	14.41	16.59	10.23	22.51	19.51	14.25	17.23	17.64	21.63	14.92	20.52	20.59	9.96	21.09	16.96	21.56
ENSG00000101412.9	E2F1	16.99	17.87	7.45	49.77	18.52	29.14	16.41	22.39	25.25	29.91	22.14	15.62	14.92	29.43	16.66	17.47	13.81	16.56	34.36	25.09	59.14	23.27	34.24	13.76	28.26	21.61	22.4	25.69	34.96	31.72	22.54	28.18	30.15	63.3	24.31	25.28	40.57	27.6	53.24	28.2	47.76	20.31	32.16	23.44	12.76
ENSG00000101470.5	TNNC2	0.34	0	0.05	0.03	0.19	0.2	0.2	0.05	0.04	0.03	0.17	0.36	0.09	0.35	0.19	0.08	0.24	0.06	0.31	0.12	0.1	1.11	0.25	0.05	0.19	0.52	0.07	0.61	0.4	0.18	0	0.23	0.27	0.31	0.08	0.26	0.07	0.18	0.39	0.04	0.78	0.35	0.14	0.6	0
ENSG00000101665.4	SMAD7	20.98	16.08	23.07	20.93	22.04	6.35	36.37	2.68	13.74	4.28	9.18	11.87	21.23	9.32	3.28	3.93	0.76	4.24	5.47	4.8	14	10.08	5.35	8.45	4.23	4.95	1.37	3.6	33.02	9.83	7.72	1.16	9.29	5.22	12.46	8.2	6.99	2.99	48.91	4.19	4.81	1.2	4.07	9.07	11.96
ENSG00000101680.9	LAMA1	32.5	0.05	48.15	0.04	27.55	7.3	0.22	0.02	0.29	0.06	12.67	0.81	0.49	0.02	0.12	0.02	0.14	0.95	79.3	0.01	0.12	0.1	0.17	23.6	18.45	0.01	59.17	0.08	15.15	4.66	52.39	0.08	0.01	1.65	0.14	21.69	78.81	106.39	0.4	0.01	0.01	9.07	161.22	22.08	9.75
ENSG00000101695.4	RNF125	0.23	0.06	0	0.13	0.08	1.46	0.03	5.66	4.12	4.18	0.07	0.56	0.01	1.96	1.52	0.16	2.72	1.27	32.45	0.33	0.52	29.1	1.16	0.16	1.33	0.15	0.44	2.24	0.46	0.33	1.17	0.31	0.28	0.73	0.01	0.01	53.87	29.66	0.09	0.07	0.44	0.01	2.31	11	0.16
ENSG00000101849.11	TBL1X	4.03	9.87	40.78	6.72	9.28	7.91	15.66	14.06	10.66	0.44	9.91	22.69	21.19	7.4	16.87	29.09	7.39	10.1	2.09	20.78	14.64	5.99	5.9	8.25	4.94	2.82	15.33	45.16	5.74	8.88	5.83	18.68	14	17.49	2.02	9.16	3.06	3.38	14.23	5.29	7.18	8.35	3.18	6.65	17.88
ENSG00000101892.7	ATP1B4	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.01	0	0	0	0	0.02	0	0	0	0	0	0	0
ENSG00000101916.11	TLR8	0	0	0.01	0	0	0	0	0	0	0.11	0.01	0	0	0	0	0.34	0	0	0.01	0	0	0.01	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.01	0	0
ENSG00000101966.8	XIAP	12.14	14.19	17.36	29.39	15.1	8.91	10.11	15.99	21.48	7.78	20.33	10.55	12.7	22.81	13.85	24.1	18.24	17.51	20.37	34.7	14.49	19.62	29.75	14.95	22.83	13.42	13.23	30.49	18.31	13.59	7.16	7.83	13.38	13.02	21.37	21.55	12.73	20.11	24.71	21.51	10.43	26.99	10.7	18.12	14.37
ENSG00000101972.14	STAG2	25.43	43.94	24.55	79.56	15.86	22.39	16.11	36.42	51.56	11.26	46.27	13.51	18.96	34.26	34.1	60.83	53.22	10.31	35.48	36.63	30.5	46.75	48.45	37.31	45.81	27.34	47.7	63.53	57.49	20.29	24.99	25.85	37.94	29.75	27.78	25.14	27.05	36	35.39	64.55	15.43	36.32	27.2	31.05	27.47
ENSG00000102001.8	CACNA1F	0	0	0	0	0	0.01	0.17	0	0	0.01	0	0.05	0.09	0.03	0	0.19	0.01	0	0.01	0	0.02	0.14	0	0	0.07	0	0	0.1	0.04	0.01	0.05	0	0.01	0	0	0.03	0	0.13	0	0.51	0.38	0	0	0	0
ENSG00000102144.9	PGK1	613.04	595.43	491.4	589.11	932.6	628.38	489.54	478.83	532.37	337.91	829.75	928.64	1501.6	563.8	890.84	447.99	303.05	500.12	590.71	526	1101.3	1049.8	513.35	382.69	688.64	415.98	843.8	430.51	489.42	943.34	558.86	939.67	744.42	1945.9	557.24	1696.8	1053.6	704.48	520.34	552.13	280.51	836.89	846.15	1042.4	663.29
ENSG00000102245.3	CD40LG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.01	0	0	0	0	0	0	0	0	0	0	0.01	0.03	0	0	0	0	0	0	0	0
ENSG00000102265.7	TIMP1	157.61	109.19	67.14	155.54	217.84	95.54	259.61	115.13	145.5	19.19	423.59	498.92	281.35	83.59	186.82	159.7	60.76	119.53	872.45	147.46	513.19	256.08	39.68	75.18	97.81	42.16	226.91	11.94	25.59	79.76	118.64	192.79	31.99	325.59	468.01	259.82	531.62	256.94	163.36	166.68	10.44	286.78	220.33	757.39	136.99
ENSG00000102312.16	PORCN	7.78	4.27	1.86	7.59	4.49	11.6	27.39	7.5	5.87	1.57	12.05	35.33	40.11	4.08	4.47	6.24	6.91	3.84	11.15	4.79	42.48	12.41	9.04	6.29	4.75	64.7	4.86	15.1	7.49	45.5	4.73	19.99	15.8	33.67	45.07	10.9	14.55	11.21	147.02	24.54	8.45	21.68	10.37	22.17	40.39
ENSG00000102468.6	HTR2A	0	0	0.01	2.33	0.02	0	1.4	0	0	0.03	0	0	0.29	0.01	0	0	0	0	0.01	0	0	0	0	0	0.04	0	0	0	0	0	0	0.03	0	0	1.19	0.04	0.01	0	0	0	0	0.14	0.01	0	0
ENSG00000102524.7	TNFSF13B	0.05	0.04	0.63	0.05	1.03	0.31	0.7	0.32	0.3	9.23	0.37	0.12	0	0.61	0.11	1.3	0.45	0.35	0.18	0.09	0.14	0.28	0.19	0.4	0.07	0.21	0.17	0.08	0.38	0.1	0.49	0.03	0.01	0.09	0.33	14.23	5.18	1.13	0.29	0.12	0.07	0.69	0.76	4.84	0.24
ENSG00000102547.14	CAB39L	2.5	2.27	3.37	2.31	2.45	3.26	5.57	3.91	30.13	0.8	3.6	3.48	2.12	4.15	1.69	0.91	1.11	3.09	3.53	14.76	4.96	2.1	4.4	1.4	6.22	5.02	1.4	2.13	2.11	0.97	5.01	2.73	0.88	1.16	3.82	1.53	1.99	4.68	4.16	24.93	14.54	8.53	6.84	2.44	2.66
ENSG00000102678.6	FGF9	0	0	0.01	0.03	0	0.2	1.39	7.53	0.47	0.06	0	0	0.09	9.88	0.32	0.02	2.03	0	0	0	0.02	0.01	0	0.13	0.05	0.03	0	14.67	2.51	4.86	0.27	0	3.84	1.85	0	0	0.04	0	0.04	0.88	0	0.01	0.04	0	1.35
ENSG00000102755.6	FLT1	0	0.01	0.01	0.02	0.02	0.04	0.01	0	0.66	0.02	1.47	0.01	0.75	0	0.12	0.15	0.15	0	5.66	0.05	0	0.86	0.17	0.08	0.05	0.02	0.01	0.01	0.02	0	0.42	0.04	0.01	1.83	0.13	0.04	1.48	0.15	0	0.04	0.03	0.08	0.13	0.13	0.03
ENSG00000102871.11	TRADD	16.09	5.52	28.85	12.98	22.28	13.57	12.31	6.16	7.65	4.92	17.79	18.99	12.25	14.13	6.65	10.49	8.14	11.16	11.62	14.6	8.88	12.57	17.79	14.48	6.57	16.14	19.15	12.67	11.79	8.04	11.28	8.92	25.34	7.46	22.58	18.3	7.37	9.37	14.19	14.47	16.75	24.31	14.29	9.4	25.53
ENSG00000102882.7	MAPK3	61.4	18.74	48.77	37.11	40.14	63.7	26.08	40.99	59.4	7.62	22.9	31.35	45.32	28.06	26.93	39.73	6.94	34.42	29.36	113.06	28.03	56.43	40.76	36.99	14.83	30.81	19.27	28.81	26.2	39.64	35.6	18.56	56.7	51.62	38.99	40.8	32.09	25.23	79.96	26.64	47.7	32.29	27.37	23.72	49.04
ENSG00000102893.11	PHKB	46.54	42.43	86.73	17.59	27.51	35.53	53.12	29.91	16.47	22.27	46.54	21.26	19.14	29.99	38.04	54.32	21.24	13.57	12.49	13.3	27.33	42.3	45.75	37.08	10.22	99.57	44.56	35.38	16.78	55.4	28.1	14.75	46.49	18.35	49.73	11.97	9.87	15.05	45.98	27.27	26.08	76.62	19.88	12.84	55.78
ENSG00000102962.4	CCL22	0	0.01	0	0	0	0	0.01	0.01	0	0.03	0	0.01	0.01	0.02	0	0.01	0	0.01	0.02	0.07	0.03	0.02	6.14	0	0	1.28	0	0.01	0.11	0.28	0.01	0	0.35	0.01	0.01	0.01	0.01	0.02	0	0.02	0.16	0	0	0.01	0
ENSG00000102970.6	CCL17	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0.06	0	0	0	0.54	0.09	0	0.11	0.47	0	0.08	0.47	0	0.06	0.07	0.13	0	0	0	0.04	0	0.04	0.26	0.05	0	0	0	0	0.41	0.35	0
ENSG00000102981.5	PARD6A	0.16	1.26	17.89	4.04	1.31	5.33	8.38	3.27	8.06	1.54	2.03	1.69	0.15	7.61	5.87	0.48	5.46	1.15	0.63	2.7	2.85	2.82	7.96	0.97	5.68	18.16	0.89	7.77	6.08	1.41	1.77	5.94	11.58	12.46	0.65	0.11	1.78	0.67	4	10.15	16.34	11.06	2.76	0.13	4.01
ENSG00000103091.10	WDR59	18.52	17.05	39.46	12.56	22.09	20.5	19.84	24.67	25.55	20	23.76	17.48	13.48	22.07	29.69	24.21	43.75	32.33	13.6	34.53	5.04	13.77	29.7	15.99	18.84	20.07	18.65	25.68	14.19	8.33	8.13	10.99	18.7	10.19	16.67	15.54	13.64	16.86	24.64	46.87	23.13	13.12	16.26	18.89	29.44
ENSG00000103126.10	AXIN1	17.49	10.62	29.36	17.6	9.45	12.64	11.63	9.62	28.09	20.87	10.81	15.68	11.66	26.88	17.98	27.33	7.52	17.37	9.09	13.53	16.08	14.77	16.25	19.95	8.19	16.15	17.91	30.5	11.63	9.78	26.99	8.09	23.76	18.11	13.53	9.26	13.92	10.87	29.63	28.29	12.82	9.69	16.42	13.15	16.25
